track_id,track_name,artist_name,album_name,album_id,release_date,popularity,duration_ms,album_images,album_image_url,artist_ids,explicit,preview_url
5SuOikwiRyPMVoIQDJUgSV,Comedy,Gen Hoshino,Comedy,41ERrwfzos93Xlf6hFBiDn,2022-04-08,63,230666,"[{'url': 'https://i.scdn.co/image/ab67616d0000b27326573d555999566291e3b7a8', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e0226573d555999566291e3b7a8', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d0000485126573d555999566291e3b7a8', 'width': 64, 'height': 64}]",https://i.scdn.co/image/ab67616d0000b27326573d555999566291e3b7a8,['1S2S00lgLYLGHWA44qGEUs'],False,
4qPNDBW1i3p13qLCt0Ki3A,Ghost - Acoustic,Ben Woodward,Ghost (Acoustic),7eVgjZsbqcqTIAyYUpOJuR,2021-04-30,43,149610,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273935a71a0a54fac53488ea342', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02935a71a0a54fac53488ea342', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851935a71a0a54fac53488ea342', 'width': 64, 'height': 64}]",https://i.scdn.co/image/ab67616d0000b273935a71a0a54fac53488ea342,['142VT1MtWzaD13CnOiKFDn'],False,
1iJBSr7s7jYXzM8EGcbK5b,To Begin Again,"Ingrid Michaelson, ZAYN",To Begin Again,5rrWBCnnYiFaT5EoyCeikd,2021-03-17,48,210826,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273ed344bc4daeaf8de2d9333b3', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02ed344bc4daeaf8de2d9333b3', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851ed344bc4daeaf8de2d9333b3', 'width': 64, 'height': 64}]",https://i.scdn.co/image/ab67616d0000b273ed344bc4daeaf8de2d9333b3,"['2vm8GdHyrJh2O2MfbQFYG0', '5ZsFI1h6hIdQRw2ti0hz81']",False,
6lfxq3CG4xtTiEg7opyCyx,Can't Help Falling In Love,Kina Grannis,Crazy Rich Asians (Original Motion Picture Soundtrack),2wMz3oVNS1bMXaEWY6QWmA,2018-08-10,67,201933,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273bb3df70b7531c9a5fb5d9974', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02bb3df70b7531c9a5fb5d9974', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851bb3df70b7531c9a5fb5d9974', 'width': 64, 'height': 64}]",https://i.scdn.co/image/ab67616d0000b273bb3df70b7531c9a5fb5d9974,['7h4j9YTJJuAHzLCc3KCvYu'],False,
5vjLSffimiIP26QG5WcN2K,Hold On,Chord Overstreet,Hold On,2EfmyRWheMtmVTCIsptsLi,2017-02-03,79,198853,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273c60473419a4ce96822541181', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02c60473419a4ce96822541181', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851c60473419a4ce96822541181', 'width': 64, 'height': 64}]",https://i.scdn.co/image/ab67616d0000b273c60473419a4ce96822541181,['5D3muNJhYYunbRkh3FKgX0'],False,
01MVOl9KtVTNfFiBU9I7dc,Days I Will Remember,Tyrone Wells,Days I Will Remember,7sGGGUDd6LjNoYOvVFiqj2,2018-04-20,0,214240,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273440fc1972291253a043a9724', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02440fc1972291253a043a9724', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851440fc1972291253a043a9724', 'width': 64, 'height': 64}]",https://i.scdn.co/image/ab67616d0000b273440fc1972291253a043a9724,['5zeCSgiRyezbfLiGOpKAsR'],False,
6Vc5wAMmXdKIAM7WUoEb7N,Say Something,"A Great Big World, Christina Aguilera",Is There Anybody Out There?,1yOcLa4euMk9sV7rRJ89Dl,2014-01-20,71,229400,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273554488d0c51967b1654d8ce5', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02554488d0c51967b1654d8ce5', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851554488d0c51967b1654d8ce5', 'width': 64, 'height': 64}]",https://i.scdn.co/image/ab67616d0000b273554488d0c51967b1654d8ce5,"['5xKp3UyavIBUsGy3DQdXeF', '1l7ZsJRRS8wlW3WfJfPfNS']",False,
1EzrEOXmMH3G43AXT1y7pA,I'm Yours,Jason Mraz,We Sing. We Dance. We Steal Things.,04G0YylSjvDQZrjOfE5jA5,2008-05-12,78,242946,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273125b1a330b6f6100ab19dbed', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02125b1a330b6f6100ab19dbed', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851125b1a330b6f6100ab19dbed', 'width': 64, 'height': 64}]",https://i.scdn.co/image/ab67616d0000b273125b1a330b6f6100ab19dbed,['4phGZZrJZRo4ElhRtViYdl'],False,
0IktbUcnAGrvD03AWnz3Q8,Lucky,"Jason Mraz, Colbie Caillat",We Sing. We Dance. We Steal Things.,04G0YylSjvDQZrjOfE5jA5,2008-05-12,69,189613,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273125b1a330b6f6100ab19dbed', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02125b1a330b6f6100ab19dbed', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851125b1a330b6f6100ab19dbed', 'width': 64, 'height': 64}]",https://i.scdn.co/image/ab67616d0000b273125b1a330b6f6100ab19dbed,"['4phGZZrJZRo4ElhRtViYdl', '6aZyMrc4doVtZyKNilOmwu']",False,
7k9GuJYLp2AzqokyEdwEw2,Hunger,Ross Copperman,Hunger,4zLvvZhL4dcEBW2wKRf9H1,2015-04-21,54,205594,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273eb8bf85ebc1bf4754d2c5f8b', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02eb8bf85ebc1bf4754d2c5f8b', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851eb8bf85ebc1bf4754d2c5f8b', 'width': 64, 'height': 64}]",https://i.scdn.co/image/ab67616d0000b273eb8bf85ebc1bf4754d2c5f8b,['5nHR37FDSU4I0QQta0AZ1C'],False,
4mzP5mHkRvGxdhdGdAH7EJ,Give Me Your Forever,Zack Tabudlo,Episode,7IW9irtFutjRET02MjOjdW,2021-10-15,70,244800,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2730acfd1cc37e7d4eacfa49c48', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e020acfd1cc37e7d4eacfa49c48', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048510acfd1cc37e7d4eacfa49c48', 'width': 64, 'height': 64}]",https://i.scdn.co/image/ab67616d0000b2730acfd1cc37e7d4eacfa49c48,['67IN4cLJ7798gUapyZlmac'],False,
5ivF4eQBqJiVL5IAE9jRyl,I Won't Give Up,Jason Mraz,Love Is a Four Letter Word,7oD9oCCtFhg5RoLtMR5TKl,2012-04-13,71,240165,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2733f1ceb305415a090c0885986', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e023f1ceb305415a090c0885986', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048513f1ceb305415a090c0885986', 'width': 64, 'height': 64}]",https://i.scdn.co/image/ab67616d0000b2733f1ceb305415a090c0885986,['4phGZZrJZRo4ElhRtViYdl'],False,
4ptDJbJl35d7gQfeNteBwp,Solo,Dan Berk,Solo,3dS1DCljr8LjIweYoUhbgB,2018-06-15,38,198712,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2737b4f44f34acd0e6116832fe6', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e027b4f44f34acd0e6116832fe6', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048517b4f44f34acd0e6116832fe6', 'width': 64, 'height': 64}]",https://i.scdn.co/image/ab67616d0000b2737b4f44f34acd0e6116832fe6,['2kfmnXYxa9yh0RkUBPjSwZ'],False,
0X9MxHR1rTkEHDjp95F2OO,Bad Liar,"Anna Hamilton, The Acoustic Room",Bad Liar,6IdvWkRjBo772ugh9HTXFn,2018-12-14,58,248448,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2732dc1ce83ad1f9100b5da1b48', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e022dc1ce83ad1f9100b5da1b48', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048512dc1ce83ad1f9100b5da1b48', 'width': 64, 'height': 64}]",https://i.scdn.co/image/ab67616d0000b2732dc1ce83ad1f9100b5da1b48,"['5l81swbnEwWXCTQiEYmATF', '2WiwdaLA8veei8WOyyFBqA']",False,
4LbWtBkN82ZRhz9jqzgrb3,Hold On - Remix,"Chord Overstreet, Deepend",Hold On (Remix),4Xy997QTkKNc5Gt5t9eKmy,2017-05-19,49,188133,"[{'url': 'https://i.scdn.co/image/ab67616d0000b27371ba4f92a0079e8be57abff2', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e0271ba4f92a0079e8be57abff2', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d0000485171ba4f92a0079e8be57abff2', 'width': 64, 'height': 64}]",https://i.scdn.co/image/ab67616d0000b27371ba4f92a0079e8be57abff2,"['5D3muNJhYYunbRkh3FKgX0', '0uGApGjjFXKwUOAqYBeX7B']",False,
1KHdq8NK9QxnGjdXb55NiG,Falling in Love at a Coffee Shop,Landon Pigg,The Boy Who Never,1fFFfcxhKi0kSPhm8kdOuf,2009-09-24,52,244986,"[{'url': 'https://i.scdn.co/image/ab67616d0000b27340f1af522b0500805a6dde2b', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e0240f1af522b0500805a6dde2b', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d0000485140f1af522b0500805a6dde2b', 'width': 64, 'height': 64}]",https://i.scdn.co/image/ab67616d0000b27340f1af522b0500805a6dde2b,['1whjlG0NSaQytgDIWz10GS'],False,
6xKeQgzfjixSUld14qUezm,ily (i love you baby),"Andrew Foy, Renee Foy",ily (i love you baby),5ZBLybhhfb7d8RFt7kEvYg,2020-07-09,49,129750,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273d42b80c9b6fa4cdf784ac8a5', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02d42b80c9b6fa4cdf784ac8a5', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851d42b80c9b6fa4cdf784ac8a5', 'width': 64, 'height': 64}]",https://i.scdn.co/image/ab67616d0000b273d42b80c9b6fa4cdf784ac8a5,"['65vC7eduMeu5MYUXVqIhyg', '4vXLV26Szecr2zx6St7Ppz']",False,
4Yo0igmcoNyat1secaH0OD,At My Worst,"Andrew Foy, Renee Foy",At My Worst,0sD5PrnUg9t95AMfJSEvEp,2020-12-31,44,169728,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273716a3a52189a6d90bb951ed5', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02716a3a52189a6d90bb951ed5', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851716a3a52189a6d90bb951ed5', 'width': 64, 'height': 64}]",https://i.scdn.co/image/ab67616d0000b273716a3a52189a6d90bb951ed5,"['65vC7eduMeu5MYUXVqIhyg', '4vXLV26Szecr2zx6St7Ppz']",False,
2qLMf6TuEC3ruGJg4SMMN6,Lucky,"Jason Mraz, Colbie Caillat",We Sing. We Dance. We Steal Things. (Bonus Tracks Version),1UwzOp5hn3lAbOqsAfXBw8,2008-05-01,73,189613,"[{'url': 'https://i.scdn.co/image/ab67616d0000b27333091fbb40edc2249e682bf2', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e0233091fbb40edc2249e682bf2', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d0000485133091fbb40edc2249e682bf2', 'width': 64, 'height': 64}]",https://i.scdn.co/image/ab67616d0000b27333091fbb40edc2249e682bf2,"['4phGZZrJZRo4ElhRtViYdl', '6aZyMrc4doVtZyKNilOmwu']",False,
6CgNoAbFJ4Q4Id4EjtbXlC,Photograph,"Boyce Avenue, Bea Miller","Cover Sessions, Vol. 4",4GRswj5X73eFGhe6QDTRCD,2017-12-19,63,260186,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273eb52107a749a04b3741316dc', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02eb52107a749a04b3741316dc', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851eb52107a749a04b3741316dc', 'width': 64, 'height': 64}]",https://i.scdn.co/image/ab67616d0000b273eb52107a749a04b3741316dc,"['7CQwac16i1W5ej8YpuL3dv', '1o2NpYGqHiCq7FoiYdyd1x']",False,
3S0OXQeoh0w6AY8WQVckRW,I'm Yours,Jason Mraz,We Sing. We Dance. We Steal Things. (Bonus Tracks Version),1UwzOp5hn3lAbOqsAfXBw8,2008-05-01,81,242946,"[{'url': 'https://i.scdn.co/image/ab67616d0000b27333091fbb40edc2249e682bf2', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e0233091fbb40edc2249e682bf2', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d0000485133091fbb40edc2249e682bf2', 'width': 64, 'height': 64}]",https://i.scdn.co/image/ab67616d0000b27333091fbb40edc2249e682bf2,['4phGZZrJZRo4ElhRtViYdl'],False,
210JCw2LbYD4YIs8GiZ9iP,Demons,"Boyce Avenue, Jennel Garcia","Cover Sessions, Vol. 3",1DpZ3jGqyRCTQ8Eoas1MP4,2015-04-28,57,174174,"[{'url': 'https://i.scdn.co/image/ab67616d0000b27347ca192bbc880e09dd212322', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e0247ca192bbc880e09dd212322', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d0000485147ca192bbc880e09dd212322', 'width': 64, 'height': 64}]",https://i.scdn.co/image/ab67616d0000b27347ca192bbc880e09dd212322,"['7CQwac16i1W5ej8YpuL3dv', '1Ff1cuzx8IrADaKnclXscN']",False,
5TvE3pk05pyFIGdSY9j4DJ,Say Something,"A Great Big World, Christina Aguilera",Is There Anybody Out There? - Track by Track Commentary,3kwbwO3wtwyNo7zCFzWkcW,2014-01-16,69,229400,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2739e2acbb00244d6da17edb0cf', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e029e2acbb00244d6da17edb0cf', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048519e2acbb00244d6da17edb0cf', 'width': 64, 'height': 64}]",https://i.scdn.co/image/ab67616d0000b2739e2acbb00244d6da17edb0cf,"['5xKp3UyavIBUsGy3DQdXeF', '1l7ZsJRRS8wlW3WfJfPfNS']",False,
0BUuuEvNa5T4lMaewyiudB,93 Million Miles,Jason Mraz,Coffee Moment,04KowFQhH1EvlLQZHh74q5,2022-10-21,2,216386,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2732148168cccd34d801beb5f79', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e022148168cccd34d801beb5f79', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048512148168cccd34d801beb5f79', 'width': 64, 'height': 64}]",https://i.scdn.co/image/ab67616d0000b2732148168cccd34d801beb5f79,['4phGZZrJZRo4ElhRtViYdl'],False,
3Hn3LfhrQOaKihdCibJsTs,Unlonely,Jason Mraz,Human - Best Adult Pop Tunes,6zGNFXI4m0ujlFQa3Fuagr,2022-10-14,0,231266,"[{'url': 'https://i.scdn.co/image/ab67616d0000b27383a4a00a95e85f9961caa31b', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e0283a4a00a95e85f9961caa31b', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d0000485183a4a00a95e85f9961caa31b', 'width': 64, 'height': 64}]",https://i.scdn.co/image/ab67616d0000b27383a4a00a95e85f9961caa31b,['4phGZZrJZRo4ElhRtViYdl'],False,
6D33wCKzWtNEgOovgeVJ7r,Bella Luna,Jason Mraz,Mellow Adult Pop,2h66Q8ez8XvHFrRoWGjXyj,2022-10-07,2,302346,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273eedc48ed86140ce3ec1dd481', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02eedc48ed86140ce3ec1dd481', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851eedc48ed86140ce3ec1dd481', 'width': 64, 'height': 64}]",https://i.scdn.co/image/ab67616d0000b273eedc48ed86140ce3ec1dd481,['4phGZZrJZRo4ElhRtViYdl'],False,
5IfCZDRXZrqZSm8AwE44PG,Winter Wonderland,Jason Mraz,Holly Jolly Christmas,43EvDpZ1yfb4hKxS37HVsX,2022-10-07,0,131760,"[{'url': 'https://i.scdn.co/image/ab67616d0000b27356c3544e4cf83b2ec71d63ff', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e0256c3544e4cf83b2ec71d63ff', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d0000485156c3544e4cf83b2ec71d63ff', 'width': 64, 'height': 64}]",https://i.scdn.co/image/ab67616d0000b27356c3544e4cf83b2ec71d63ff,['4phGZZrJZRo4ElhRtViYdl'],False,
0dzKBptH2P5j5a0MifBMwM,If It Kills Me,Jason Mraz,Feeling Good - Adult Pop Favorites,10NkpNEVXABoma9akEZ73d,2022-10-14,0,273653,"[{'url': 'https://i.scdn.co/image/ab67616d0000b27333cfccec64c80f34a420d60f', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e0233cfccec64c80f34a420d60f', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d0000485133cfccec64c80f34a420d60f', 'width': 64, 'height': 64}]",https://i.scdn.co/image/ab67616d0000b27333cfccec64c80f34a420d60f,['4phGZZrJZRo4ElhRtViYdl'],False,
5QAMZTM5cmLg3fHX9ZbTZi,Winter Wonderland,Jason Mraz,Christmas Time,4N4LLC1eZkWBEdCEUtAP8P,2022-10-07,0,131760,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273acffd2b95bc570c71ad030d4', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02acffd2b95bc570c71ad030d4', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851acffd2b95bc570c71ad030d4', 'width': 64, 'height': 64}]",https://i.scdn.co/image/ab67616d0000b273acffd2b95bc570c71ad030d4,['4phGZZrJZRo4ElhRtViYdl'],False,
2qESE1ZeWly7I3YjyTXmXh,Winter Wonderland,Jason Mraz,Perfect Christmas Hits,6SVCpz3HrA6O2Nw2i4Vc9l,2022-10-07,0,131760,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273b821ca68d09db9dfb354c73d', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02b821ca68d09db9dfb354c73d', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851b821ca68d09db9dfb354c73d', 'width': 64, 'height': 64}]",https://i.scdn.co/image/ab67616d0000b273b821ca68d09db9dfb354c73d,['4phGZZrJZRo4ElhRtViYdl'],False,
3EQV1ZHtHvq9OnVRYIdbg3,Winter Wonderland,Jason Mraz,Merry Christmas,6Zx95F2iCbj61cMOITE0ck,2022-10-14,0,131760,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273f1885d9bc5754b9e812e5d6e', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02f1885d9bc5754b9e812e5d6e', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851f1885d9bc5754b9e812e5d6e', 'width': 64, 'height': 64}]",https://i.scdn.co/image/ab67616d0000b273f1885d9bc5754b9e812e5d6e,['4phGZZrJZRo4ElhRtViYdl'],False,
3ax0rfGb7exLtl02LL08U9,Winter Wonderland,Jason Mraz,Christmas Music - Holiday Hits,1m46i5aqfvPu0V8pouQ8PU,2022-10-07,0,131760,"[{'url': 'https://i.scdn.co/image/ab67616d0000b27313185dfd192e1aece8d9979d', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e0213185dfd192e1aece8d9979d', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d0000485113185dfd192e1aece8d9979d', 'width': 64, 'height': 64}]",https://i.scdn.co/image/ab67616d0000b27313185dfd192e1aece8d9979d,['4phGZZrJZRo4ElhRtViYdl'],False,
1m5LC29RE52Bxy7hxvpOlL,All I Want For Christmas Is A Real Good Tan,Chord Overstreet,Christmas Country Songs 2022,4wMNHYWY8viHbn3FPUU0RE,2022-10-20,0,234186,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273c47bc2f5559de54c96b18bb5', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02c47bc2f5559de54c96b18bb5', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851c47bc2f5559de54c96b18bb5', 'width': 64, 'height': 64}]",https://i.scdn.co/image/ab67616d0000b273c47bc2f5559de54c96b18bb5,['5D3muNJhYYunbRkh3FKgX0'],False,
3H36x7buZdQD4687VmFrwY,Party of One (feat. Sam Smith),"Brandi Carlile, Sam Smith",Human - Best Adult Pop Tunes,6zGNFXI4m0ujlFQa3Fuagr,2022-10-14,0,259558,"[{'url': 'https://i.scdn.co/image/ab67616d0000b27383a4a00a95e85f9961caa31b', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e0283a4a00a95e85f9961caa31b', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d0000485183a4a00a95e85f9961caa31b', 'width': 64, 'height': 64}]",https://i.scdn.co/image/ab67616d0000b27383a4a00a95e85f9961caa31b,"['2sG4zTOLvjKG1PSoOyf5Ej', '2wY79sveU1sp5g7SokKOiI']",False,
0xbMRcMFqxJq1Wa7tvWPtn,Party of One (feat. Sam Smith),"Brandi Carlile, Sam Smith",Feeling Good - Adult Pop Favorites,10NkpNEVXABoma9akEZ73d,2022-10-14,0,259558,"[{'url': 'https://i.scdn.co/image/ab67616d0000b27333cfccec64c80f34a420d60f', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e0233cfccec64c80f34a420d60f', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d0000485133cfccec64c80f34a420d60f', 'width': 64, 'height': 64}]",https://i.scdn.co/image/ab67616d0000b27333cfccec64c80f34a420d60f,"['2sG4zTOLvjKG1PSoOyf5Ej', '2wY79sveU1sp5g7SokKOiI']",False,
6h061f44HZPj1OXO2nA45d,Party of One,"Brandi Carlile, Sam Smith",Mellow Bars R'n'B,4qXaXH4yLTIVkC2EShAfff,2022-10-07,0,259558,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273a33f8a7c6b085ee2b8ea154a', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02a33f8a7c6b085ee2b8ea154a', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851a33f8a7c6b085ee2b8ea154a', 'width': 64, 'height': 64}]",https://i.scdn.co/image/ab67616d0000b273a33f8a7c6b085ee2b8ea154a,"['2sG4zTOLvjKG1PSoOyf5Ej', '2wY79sveU1sp5g7SokKOiI']",False,
62EwQLDw0dprDzuLwQ0sH1,Lonely This Christmas,KT Tunstall,Chill Christmas Dinner,2cDatpgrOUhT1doS7vu9pD,2022-10-17,0,257493,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2730e39b62af3a13e0b25e701b3', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e020e39b62af3a13e0b25e701b3', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048510e39b62af3a13e0b25e701b3', 'width': 64, 'height': 64}]",https://i.scdn.co/image/ab67616d0000b2730e39b62af3a13e0b25e701b3,['5zzrJD2jXrE9dZ1AklRFcL'],False,
3lvo0I8c2qBJDLZWqExDgC,Throwing Good After Bad,Brandi Carlile,rainy day indie,7IC7EIlb0HL52G0lgr6y00,2022-10-14,0,247791,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273dce87d7290d8ad08449800da', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02dce87d7290d8ad08449800da', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851dce87d7290d8ad08449800da', 'width': 64, 'height': 64}]",https://i.scdn.co/image/ab67616d0000b273dce87d7290d8ad08449800da,['2sG4zTOLvjKG1PSoOyf5Ej'],False,
1ae8XfBQ3fDEvmBjFaemGV,This Time Tomorrow,Brandi Carlile,Coffee Moment,04KowFQhH1EvlLQZHh74q5,2022-10-21,1,206267,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2732148168cccd34d801beb5f79', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e022148168cccd34d801beb5f79', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048512148168cccd34d801beb5f79', 'width': 64, 'height': 64}]",https://i.scdn.co/image/ab67616d0000b2732148168cccd34d801beb5f79,['2sG4zTOLvjKG1PSoOyf5Ej'],False,
0adVktNVJXPZfhQe6B1NO5,Lonely This Christmas,KT Tunstall,sadsadchristmas,6oi0t64hKjBZDmo9Veq6EE,2022-10-12,0,257493,"[{'url': 'https://i.scdn.co/image/ab67616d0000b27354799fb32e1d5ca564851f7f', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e0254799fb32e1d5ca564851f7f', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d0000485154799fb32e1d5ca564851f7f', 'width': 64, 'height': 64}]",https://i.scdn.co/image/ab67616d0000b27354799fb32e1d5ca564851f7f,['5zzrJD2jXrE9dZ1AklRFcL'],False,
6sp6Vx3sv2l5qxPfbQkcyt,The Haves,Eddie Vedder,Mega Hits Autumn/Fall 2022,2JY0g932J9tu2f9KX7GFnv,2022-10-12,0,306794,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2739cc2621e015aee99ea93c4d9', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e029cc2621e015aee99ea93c4d9', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048519cc2621e015aee99ea93c4d9', 'width': 64, 'height': 64}]",https://i.scdn.co/image/ab67616d0000b2739cc2621e015aee99ea93c4d9,['0mXTJETA4XUa12MmmXxZJh'],False,
